row_number,level,Nation_fk,Year,Region,Country,All Religions,Buddhists,Christians,Folk Religions,Hindus,Jews,Muslims,Other Religions,Unaffiliated
1180,1,211,2050,Latin America-Caribbean,Trinidad and Tobago, 100,< 1.0,67.8, 2.1,20.9,< 1.0, 5.5, 1.6, 1.7
1181,1,212,2050,Middle East-North Africa,Tunisia, 100,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,>99.0,< 1.0,< 1.0
1182,1,213,2050,Asia-Pacific,Turkey, 100,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,98.0,< 1.0, 1.2
1183,1,214,2050,Asia-Pacific,Turkmenistan, 100,< 1.0, 6.5,< 1.0,< 1.0,< 1.0,92.9,< 1.0,< 1.0
1184,1,215,2050,Latin America-Caribbean,Turks and Caicos Islands, 100,< 1.0,92.1, 2.7,< 1.0,< 1.0,< 1.0,< 1.0, 4.6
1185,1,216,2050,Asia-Pacific,Tuvalu, 100,< 1.0,96.7,< 1.0,< 1.0,< 1.0,< 1.0, 1.9, 1.3
1186,1,217,2050,Sub-Saharan Africa,Uganda, 100,< 1.0,84.3,< 1.0,< 1.0,< 1.0,13.9,< 1.0,< 1.0
1187,1,218,2050,Europe,Ukraine, 100,< 1.0,89.2,< 1.0,< 1.0,< 1.0, 3.7,< 1.0, 6.6
1188,1,219,2050,Middle East-North Africa,United Arab Emirates, 100, 2.7,12.9,< 1.0, 9.5,< 1.0,73.0,< 1.0, 1.0
1189,1,220,2050,Europe,United Kingdom, 100,< 1.0,45.4,< 1.0, 2.0,< 1.0,11.3,< 1.0,38.9
1190,1,221,2050,North America,United States, 100, 1.4,66.4,< 1.0, 1.2, 1.4, 2.1, 1.5,25.6
1191,1,222,2050,Latin America-Caribbean,U.S. Virgin Islands, 100,< 1.0,94.8,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 3.7
1192,1,223,2050,Latin America-Caribbean,Uruguay, 100,< 1.0,56.5,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,42.1
1193,1,224,2050,Asia-Pacific,Uzbekistan, 100,< 1.0, 1.5,< 1.0,< 1.0,< 1.0,97.8,< 1.0,< 1.0
1194,1,225,2050,Asia-Pacific,Vanuatu, 100,< 1.0,93.5, 4.0,< 1.0,< 1.0,< 1.0, 1.4, 1.1
1195,1,226,2050,Latin America-Caribbean,Venezuela, 100,< 1.0,89.6,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 9.2
1196,1,227,2050,Asia-Pacific,Vietnam, 100,15.9, 8.9,44.0,< 1.0,< 1.0,< 1.0,< 1.0,30.5
1197,1,228,2050,Asia-Pacific,Wallis and Futuna, 100,< 1.0,97.4, 1.2,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0
1198,1,229,2050,Middle East-North Africa,Western Sahara, 100,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,>99.0,< 1.0,< 1.0
1199,1,230,2050,Middle East-North Africa,Yemen, 100,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,>99.0,< 1.0,< 1.0
1200,1,231,2050,Sub-Saharan Africa,Zambia, 100,< 1.0,96.7,< 1.0,< 1.0,< 1.0, 1.0, 1.1,< 1.0
1201,1,232,2050,Sub-Saharan Africa,Zimbabwe, 100,< 1.0,86.1, 4.9,< 1.0,< 1.0, 1.1,< 1.0, 7.6
1202,1,237,2050,Sub-Saharan Africa,South Sudan, 100,< 1.0,60.5,32.9,< 1.0,< 1.0, 6.2,< 1.0,< 1.0
1203,1,238,2050,Latin America-Caribbean,Curacao, 100,< 1.0,93.9, 1.2,< 1.0,< 1.0,< 1.0,< 1.0, 3.3
1204,1,239,2050,Latin America-Caribbean,Sint Maarten, 100,< 1.0,93.9, 1.2,< 1.0,< 1.0,< 1.0,< 1.0, 3.3
1205,1,240,2050,Latin America-Caribbean,Caribbean Netherlands, 100,< 1.0,93.9, 1.2,< 1.0,< 1.0,< 1.0,< 1.0, 3.3
